text,AC_Political-activists,American,Arab,Atheists-,Belorus,Belorussian,Catholics,Caucasian,Caucasian-Countries,Central-Asian,China,Chinese,Christian,Dark-skinned,Eastern-religions-,English,Estonian,Females,French,Gay-Men,General,German,Germany,Homosexual-individuals,Indian,Israel,Japanese,Jewish,Jews-,Korean,Latvian,Lesbians,Lithuania,Lithuanian,Males-,Muslims-(Islam),Orientation-/-Gender-Unspecified,Orthodox-Christians,Other,Other-African,Other-Asian,Other-Christian,Other-European,PP_DP,PP_LP,PP_LS,PP_LSDP,PP_LVŽS,PP_NS,PP_Other,PP_TS-LKD,PP_Tautininkai,PV_Communist/USSR,PV_Conservative,PV_Eponyms,PV_Left/socialist,PV_Liberal,PV_OTHER,PV_Politician,PV_Pro-Russian,Pagans-,Palestine-region,Palestinians,Pedophile,Poland,Polish,Religious-people,Roma,Russia,Russian,S.Orientation-Other-,Swedish,Trans-women,Transgender-Individuals,UK,UNIVERSAL,USA,Ukraine,Ukrainian,Unspecified-ethnicity
"Aš labai rimtai, rujojančiai tautai su Valatka priešakyje tik tokios Lietuvos reikėjo ir reikės dar ilgai. Su landsbergistų Lietuva bus tas pats, kaip su Jelcino Rusija, tai tik laiko klausimas ir LDDP-istai labai pyksta, kad tie tautos galvažudžiai nepasiduoda. Algirdo-Mykolo partiečiai mėgsta išdurti visus, tik ne visada pasiseka.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš manau, kad Lenkijos prezidentas buvo tautos patriotas ir jis tikrai nesuprastų ir negerbtų tautos, kuri neturėtų tvirtų tautinės moralės nuostatų. Manau, kad DĖL TO KAČINSKIS GERBĖ LIETUVIŲ TAUTĄ. Reikėtų gerbti jo mąstymą ir LIETUVOJE BŪTI LIETUVIAIS - kaip tą darė KAČINSKIS. O kad norėjo tų pavardžių rašymo - juk rinkimai buvo netoli. Ir dėl tų pavardžių jį puolė jo oponentai ypač ""skraudžiamieji"" tuteišiai. Gerbdami jį , gatvę uųžrašykime L I E T U V I Š K A I!!!!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš manau, kad dabartinė valdančioji koalicija, vadovaujama konservatorių, nuskurdino labai didelę dalį Lietuvos piliečių ir būtent todėl rinkimus laimėjo opozicinės partijos. Taip pat manau, kad balsas tiek už socialdemokratus, tiek už darbo partiją, tiek už tvarką ir teisingumą tuo pačiu buvo ir balsas prieš konservatorius. Atsižvelgiant į tai, dabartinės opozicijos koalicija su dabartine valdančiąja koalicija reikštų rinkėjų valios paneigimą ir todėl per sekančius rinkimus socialdemokratai patirtų visišką nesėkmę, nes konservatorių ir socialdemokratų rinkimų programos išties iš esmės skiriasi (pirmiausiai valstybė vs pirmiausiai žmogus). Man išties keistas konservatorių nesugebėjimas pripažinti savo valdymo klaidas, pripažinti rinkėjų verdiktą ir leisti valdyti kitiems, kuriems didžioji tautos dalis patikėjo valstybės vairą.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš manau,kad reikia gerbti vieni kitus. Dažnai prieš aptarnaujančios srities žmones kiti linkę rodyti savo galią, tarsi tas žmogus,kuris tave aptarnauja yra prastesnis. Jeigu tu esi geros nuotaikos,tai ja užkrėsi ir kitą žmogų ir atvirkščiai. Taigi, ar tu nori pasisemti blogų emocijų,ar nori patirti gerų priklauso tik nuo tavęs pačio. Aš labai vertinu atostogas, tą laiką, kai galiu skirti poilsiui ar pramogoms, bet tuo pačiu vertinu ir aplinkinius. Visi bendrai turėtume kurti gerą atmosferą :)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš neįsivaizduoju, koks žioplys galėjo užkibti ant šios primityvios kremliaus meškerės apie ""žaliuosius žmogelius"". Jau iš pat pradžių matėsi, kad tai ruskių armijos kariniai būriai, apsivilkę uniformas be atpažinimo ženklų, snukius užsimaskavę skudurais, kurie lyg ir nieko nedarė ( na, jei neskaitysim šarvuočių pagalba išverstų vienų kitų karinių bazių vartų ar sienų), bet jų fone labai aktyviai veikė vietiniai Krymo banditai: kiekviename miestelyje, gyvenvietėje ir prie kelių stovėjo rusiški šarvuočiai. Ir tokiomis ""demokratiškomis"" sąlygomis buvo prastumtas taip vadnamas referendumas, paminant elementarias tarptautines normas.Niekuo kremliniai nenustebino net ir tūkstantį kartų pakartotu melu - jis tiesa niekada netaps.Krymas, tiesa, buvo sėkmingai okupuotas...",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš niekuomet nebalsavau už konservatorius, BET JŲ KUBILIUS KIETAS IR GALI PRAVERSTI LIETUVAI DABAR, bet jo pasirinkimas į kompaniją šlykštybių Valinsko ir Zuoko YRA NONSENSAS DĖL TOS LIETUVOS... Konservatoriai, skubiai spjaukite į juos ir susimeskite skudurus su Pakso ir Uspaschiko chebromis – TEN YRA NEMAŽAI PROTINGŲ ŽMONIŲ IR JŲ LYDERIŲ APRIBOTOS GALIMYBĖS ŠAKOTIS... galu gale jie jau nekarta mušti (kaip ir Jūs!)... Tai ir ilgalaikiai perspektyvu dėl tos Lietuvos.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš noriu paskaityt kažkokiu įdomesnių naujienų, bet šviesos tunelio gale nematyti.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš pagal kilmė ne lietuvis. Bet 1991 sausio mėnesį buvau prie Seimo. Bet rusiški TV kanalai man įdomesnį. Į jų propagandą aš nekreipiu dėmesio. Aš noriu žiūrėti, kodėl man draudžia? Jei labai reikėtu tos propagandos, aš ją raščiau internete, ar per palydovine antena.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš palaikau Ukrainą, bet viskas, kas dabar daroma darbo partijos ir jos ""vadovės"" Graužinienės inciatyva , tai akivaizdus eilinis noras diskredituoti prezidentę ir pasirodyti vienintele ""gelbėtoja"". Ponia laikanti save ""aukščiausia Lietuvos valdžia"" nusprendė (su Viktoro pagalba) atkartoti V.Adamkaus veiksmus per Oranžinę revoliuciją. Netikiu ir niekada netikėsiu nei šia partija, nei jos ""veikėjų"" žodžiais ir veiksmais. Juose nėra nieko nuoširdaus: tik noras pakenkti Lietuvai ir tiems, kurie nuoširdžiai nori bent po 20 metų ištrūkti iš Rusijos ""glėbio"" ir įtakų. Atvirkščiai, jie visomis išgalėmis stengiasi mus vėl įstumti dar didesnę priklausomybę nuo šios šalies.Gėda už lietuvius, kurie šito nemato arba nesupranta.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš palinkėčiau visiems seimo tolerantams ,kad jų šeimose atsirastu kitataučiu iš ne krikščioniškos kultūros žmonių, tai gal tada suprasite kodėl Prancūzijoje (Prancūzija laikomu klasikiniu demokratijos lopšiu) kyla reitingai ir kartu populiarumas Marion Anne Perrine Le Pen , kuri yra Nacionalinio fronto partijos pirmininkė ir pasisako už nacionaline Prancūzija ir yra prieš bet koki monokultūrizma",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš pasitikiu visomis partijomis, kiekvienoje iš jų yra gerų žmonių, tačiau tvirčiausia mano supratimu yra Darbo partija.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš skaitua Biblija, todėl komanda treniruoti bus lengva.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš tai labai tikiu į Dievą ir visai nesilaikau bažnyčios politikos. Nes pagal kai kuriuos Šv.Rašto postulatus laikau save laisva ir nepriklausoma. Tai net ne progine save laikau, o tiesiog Tikinčia! Tik neinu siekti euforijos minioje kaip kiti. Nes tai savotiška narkomanija.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš tai manau, jog mums iš žydų daug ko galima ir reikėtų išmokti. Nuoširdžiai žaviuosi jais, kas liečia jų bendruomenę. Kad ir kaip plačiai bebūtų jie paplitę po pasaulį - visada padės vieni kitiems.
Pastebėjot, jog nelabai egzistuoja toks dalykas, kaip benamis žydas?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš tai neįleisčiau į šventę žmonių be megztų berečių, nes jie daro gėdą Lietuvai ir galimai yra rusų šnipai.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš taip pat palaikau tą mintį, kad tik Rusijos palankumas Lietuvai gali mums padėti išlipti iš didžiulės krizės į kurią patekom dėl nekompetentingo konservatorių valdymo.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš tau jau sakiau – išsikratyk sionistinius kliedesius iš galvos. Jungtinės tautos sionizmą buvo pripažinusios viena iš rasizmo formų, bet kai neliko TSRS, tai sionistai paėmė revanšą ir šią rezoliuciją atšaukė.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš visada palaikiau ir palaikau tikrą socialdemokratinę politiką. Nors ir ne visada jiems pritardama, visada balsuodavau už Lietuvos socialdemokratų partiją. Tiesą pasakius, Lietuvoje aš ir matau tik dvi tikrai rimtas partijas: socialdemokratus ir konservatorius. Kiti kol kas į labai rimtų partijų vardą mano pasaulyje nepretenduoja, nes vienos partijos yra labai silpnos ir mažos, kitos - sukurtos ne Lietuvai ir net ne Lietuvoje, trečios - paprasčiausi marginalai. Šiuo metu mano tikėjimas Lietuvos SD partija labai susvyravo. Jų pasisakymai prieš Ignalinos AE statybą, aš manau, yra didžiulė jų klaida, absoliutus šūvis pro šalį, Lietuvos (valstybės)interesų išdavystė. Referendumas nėra blogai, nes pati referendumo idėja nėra prieš AE statybą, tačiau jei Lietuvos socialdemokratų partija nepradės agituoti referendume ""UŽ"" AE statymo pasirinkimą, aš tikrai rudenį balsuosiu jau ne už juos. Kai pasikalbu su draugėmis ir draugais - panašiai kaip ir aš į šią problemą žiūri ne vienas žmogus.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aš visą gyvenimą balsuoju tik už konservatorius, nes taip buvau išauklėta tėvų, kurie buvo tikri Lietuvos patriotai ir nekentė raudonųjų.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aštuonkojis augaŽmogžudysčių, susijusių su pedofilija, sulaukėme katalikiškoje Lietuvoje. Ilgus metus tvinkęs pedofilijos pūlinys sprogo būtent po praėjusį spalį Kaune nuskambėjusių mirtinų šūvių, nukreiptų į D.Kedžio dukrelės prievartavimo byloje minimą teisėją J.Furmanavičių ir mažylės motinos seserį Violetą Naruševičienę. Iki tol problema buvo maskuojama nesirenkant priemonių, kol klanas, apie kurio egzistavimą lyg pagal susitarimą nekalbėta, išaugo į galingą aštuonkojį, apraizgiusį valstybę.Kaip rašė LŽ, Lietuvos teisėsaugininkai dar prieš dešimtmetį, gavę tarptautinio masto pedofilijos bylą tyrusių Latvijos kolegų informaciją, turėjo galimybę likviduoti besiformuojančią struktūrą. Tačiau, regis, jau tada iškrypėlių tinklo įtaka prokuratūrai, teismams ir politikams buvo įgavusi platų ir rimtą mastą.Iš laiko perspektyvos žvelgiant, vargu ar galima sutapimais vadinti faktus, kad itin švelnų nuosprendį pedofilui-recidyvistui, iki šiol galbūt disponuojančiam vaizdo įrašais ir užrašų knygele su itin aukštų veikėjų pavardėmis, priiminėjo dabartinio generalinio prokuroro Algimanto Valantino vadovaujamas teismas, dabar bylą pavertęs slapta. Kad net dviejose su ""Atsigręžk į vaikus"" globos namų auklėtinių išnaudojimu susijusiose bylose sprendimai, iš esmės ginantys iškrypėlius, priklausė iš principo nuo vieno asmens: teisėjo Vlado Nikitino, vėliau jautusio ypatingą valdžios malonę.Slaptumas bei atlaidumas ir dabar galioja iškrypėliškus žaidimus pamėgusių ""didelių dėdžių"" bylose. Tos pačios kategorijos netaikomos tik raudantiems bejėgiams Lietuvos vaikams.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"B.,l.e ruspalaikiai visai jau nutrūko nuo realybės :D Jiems galima be niekeno leidimo su visa armija įsiveržti į svetimą valstybė, o kitiems matai karių dislokuoti jau negalima :D Putpalaikis su tuo beždžionžmogiu šunsširdim visiškai nutrūko nuo realybės :D",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BAIKIT GEJAMS IR ISKRYPELIAMS LEISTI PINIGUS, URODINOS, JAU PUSE LT PIDIKU, GAL USTEKS JAU, AR NORIT KOMPLEKTO , KAD BUTU PILNA LT GEJAGIMOGRATU. DEBYYLAI.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAISU KAS DAROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALANDŽIO 1 JUOKAS!!!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"BALTARUSIJAI, JI TURI SAVO TVIRTĄ STUBURĄ, o Lietuva........... ech.......o gaila,gaila mūsų ir mūsų ateinančios kartos",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
